BDCAIREAGUA,BDCAIREAGUA,BDCAIREAGUA,BDCAIREAGUA,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR,SPLITUNIDADEXTERIOR
SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS5_EQ1_EQ_ED_AireAgua_BDC-ACS-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS6_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS2_EQ1_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS3_EQ2_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto,SIS4_EQ3_EQ_ED_UnidadExterior-Defecto
ConsumoACS,ConsumoCAL,ConsumoREF,Energía Suministrada,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef,conCal,conRef,potCal,potTotRef
Consumo horario en W asociado a ACS (prorrateando con la demanda),Consumo horario en W asociado a la calefacción (prorrateando con la demanda),Consumo horario en W asociado a refrigeración,Energía Suministrada en W,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración,Consumo horario eléctrico en W para producir calefacción,Consumo horario eléctrico en W para producir refrigeración,Potencia horaria entregada W para calefacción,Potencia horaria entregada W para refrigeración
Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad,Electricidad
1087.91 ,  0.00 ,  0.00 , 3589.78 ,  0.00 , 2062.07 ,  0.00 , 4481.22 ,  0.00 , 2069.83 ,  0.00 , 4631.86 ,  0.00 , 2079.13 ,  0.00 , 4848.75 ,  0.00 , 2048.44 ,  0.00 , 4070.79 
742.90 ,  0.00 ,  0.00 , 2512.85 ,  0.00 , 2273.69 ,  0.00 , 6036.27 ,  0.00 , 2369.61 ,  0.00 , 7507.82 ,  0.00 , 2391.26 ,  0.00 , 7804.12 ,  0.00 , 2338.20 ,  0.00 , 7057.25 
726.99 ,  0.00 ,  0.00 , 2512.85 ,  0.00 , 2626.14 ,  0.00 , 8754.69 ,  0.00 , 2759.93 ,  0.00 , 10147.69 ,  0.00 , 2785.79 ,  0.00 , 10397.51 ,  0.00 , 2735.68 ,  0.00 , 9908.35 
611.49 ,  0.00 ,  0.00 , 2153.87 ,  0.00 , 2987.33 ,  0.00 , 10598.18 ,  0.00 , 3174.41 ,  0.00 , 12134.74 ,  0.00 , 3204.84 ,  0.00 , 12368.83 ,  0.00 , 3191.01 ,  0.00 , 12261.10 
603.19 ,  0.00 ,  0.00 , 2153.87 ,  0.00 , 3352.83 ,  0.00 , 12323.88 ,  0.00 , 3640.50 ,  0.00 , 14283.67 ,  0.00 , 3699.15 ,  0.00 , 14656.30 ,  0.00 , 3677.95 ,  0.00 , 14519.95 
496.90 ,  0.00 ,  0.00 , 1794.89 ,  0.00 , 3885.58 ,  0.00 , 14678.83 ,  0.00 , 4207.21 ,  0.00 , 16516.58 ,  0.00 , 4243.72 ,  0.00 , 16715.71 ,  0.00 , 4234.67 ,  0.00 , 16664.46 
492.60 ,  0.00 ,  0.00 , 1794.89 ,  0.00 , 4253.09 ,  0.00 , 16011.80 ,  0.00 , 4618.09 ,  0.00 , 17905.40 ,  0.00 , 4655.86 ,  0.00 , 18093.39 ,  0.00 , 4663.65 ,  0.00 , 18129.82 
390.06 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
292.55 ,  0.00 ,  0.00 , 1076.94 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
387.77 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
388.08 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
487.52 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
688.92 ,  0.00 ,  0.00 , 2512.85 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
594.60 ,  0.00 ,  0.00 , 2153.87 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
598.78 ,  0.00 ,  0.00 , 2153.87 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
503.46 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
509.01 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
102.37 ,  0.00 ,  0.00 , 358.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
104.75 ,  0.00 ,  0.00 , 358.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
310.29 ,  0.00 ,  0.00 , 1076.94 ,  0.00 , 3162.33 ,  0.00 , 15458.24 ,  0.00 , 3766.74 ,  0.00 , 19837.21 ,  0.00 , 4006.91 ,  0.00 , 21409.32 ,  0.00 , 3963.78 ,  0.00 , 21134.24 
1016.95 ,  0.00 ,  0.00 , 3589.78 ,  0.00 , 2417.49 ,  0.00 , 7130.21 ,  0.00 , 2478.72 ,  0.00 , 7988.42 ,  0.00 , 2506.39 ,  0.00 , 8349.28 ,  0.00 , 2467.85 ,  0.00 , 7842.68 
707.31 ,  0.00 ,  0.00 , 2512.85 ,  0.00 , 2483.55 ,  0.00 , 7571.85 ,  0.00 , 2590.88 ,  0.00 , 8940.23 ,  0.00 , 2619.07 ,  0.00 , 9268.61 ,  0.00 , 2575.76 ,  0.00 , 8759.03 
700.97 ,  0.00 ,  0.00 , 2512.85 ,  0.00 , 2625.63 ,  0.00 , 8456.91 ,  0.00 , 2756.27 ,  0.00 , 9914.02 ,  0.00 , 2786.40 ,  0.00 , 10223.32 ,  0.00 , 2738.65 ,  0.00 , 9728.19 
594.50 ,  0.00 ,  0.00 , 2153.87 ,  0.00 , 2811.06 ,  0.00 , 9645.32 ,  0.00 , 2983.39 ,  0.00 , 11291.82 ,  0.00 , 3016.39 ,  0.00 , 11583.81 ,  0.00 , 2968.04 ,  0.00 , 11152.56 
589.38 ,  0.00 ,  0.00 , 2153.87 ,  0.00 , 3061.12 ,  0.00 , 11201.87 ,  0.00 , 3285.15 ,  0.00 , 13022.65 ,  0.00 , 3321.52 ,  0.00 , 13298.84 ,  0.00 , 3278.50 ,  0.00 , 12970.18 
487.00 ,  0.00 ,  0.00 , 1794.89 ,  0.00 , 3353.62 ,  0.00 , 12793.32 ,  0.00 , 3630.53 ,  0.00 , 14745.26 ,  0.00 , 3669.77 ,  0.00 , 15005.97 ,  0.00 , 3637.49 ,  0.00 , 14789.76 
485.78 ,  0.00 ,  0.00 , 1794.89 ,  0.00 , 3503.14 ,  0.00 , 13503.44 ,  0.00 , 3805.75 ,  0.00 , 15512.07 ,  0.00 , 3845.06 ,  0.00 , 15758.98 ,  0.00 , 3821.56 ,  0.00 , 15609.51 
387.01 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
288.59 ,  0.00 ,  0.00 , 1076.94 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
382.59 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
381.97 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
477.83 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
673.33 ,  0.00 ,  0.00 , 2512.85 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
577.60 ,  0.00 ,  0.00 , 2153.87 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
581.43 ,  0.00 ,  0.00 , 2153.87 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
486.55 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
488.61 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
98.56 ,  0.00 ,  0.00 , 358.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
101.59 ,  0.00 ,  0.00 , 358.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
299.85 ,  0.00 ,  0.00 , 1076.94 ,  0.00 , 2774.73 ,  0.00 , 11941.86 ,  0.00 , 3329.54 ,  0.00 , 16764.89 ,  0.00 , 3541.73 ,  0.00 , 18352.79 ,  0.00 , 3514.63 ,  0.00 , 18158.48 
983.03 ,  0.00 ,  0.00 , 3589.78 ,  0.00 , 2444.28 ,  0.00 , 6542.04 ,  0.00 , 2539.68 ,  0.00 , 7952.69 ,  0.00 , 2568.46 ,  0.00 , 8333.87 ,  0.00 , 2537.32 ,  0.00 , 7919.83 
678.88 ,  0.00 ,  0.00 , 2512.85 ,  0.00 , 3059.98 ,  0.00 , 11831.85 ,  0.00 , 3314.16 ,  0.00 , 13910.64 ,  0.00 , 3358.69 ,  0.00 , 14249.13 ,  0.00 , 3333.47 ,  0.00 , 14054.95 
672.76 ,  0.00 ,  0.00 , 2512.85 ,  0.00 , 3354.12 ,  0.00 , 13071.33 ,  0.00 , 3642.45 ,  0.00 , 15129.31 ,  0.00 , 3689.16 ,  0.00 , 15442.77 ,  0.00 , 3677.32 ,  0.00 , 15359.28 
573.85 ,  0.00 ,  0.00 , 2153.87 ,  0.00 , 3546.72 ,  0.00 , 13694.95 ,  0.00 , 3867.00 ,  0.00 , 15806.81 ,  0.00 , 3914.09 ,  0.00 , 16100.05 ,  0.00 , 3911.07 ,  0.00 , 16076.76 
572.02 ,  0.00 ,  0.00 , 2153.87 ,  0.00 , 3792.31 ,  0.00 , 14550.20 ,  0.00 , 4147.26 ,  0.00 , 16693.18 ,  0.00 , 4195.05 ,  0.00 , 16967.20 ,  0.00 , 4197.11 ,  0.00 , 16974.27 
477.09 ,  0.00 ,  0.00 , 1794.89 ,  0.00 , 3984.71 ,  0.00 , 15290.54 ,  0.00 , 4365.75 ,  0.00 , 17453.81 ,  0.00 , 4413.11 ,  0.00 , 17710.19 ,  0.00 , 4424.16 ,  0.00 , 17765.23 
477.49 ,  0.00 ,  0.00 , 1794.89 ,  0.00 , 4203.53 ,  0.00 , 16094.30 ,  0.00 , 4610.02 ,  0.00 , 18264.51 ,  0.00 , 4656.95 ,  0.00 , 18504.25 ,  0.00 , 4679.10 ,  0.00 , 18612.65 
383.24 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
288.86 ,  0.00 ,  0.00 , 1076.94 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
387.38 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
387.38 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
487.08 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
688.92 ,  0.00 ,  0.00 , 2512.85 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
599.35 ,  0.00 ,  0.00 , 2153.87 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
609.75 ,  0.00 ,  0.00 , 2153.87 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
514.82 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
524.35 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
107.78 ,  0.00 ,  0.00 , 358.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
 0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
116.27 ,  0.00 ,  0.00 , 358.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
350.13 ,  0.00 ,  0.00 , 1076.94 ,  0.00 , 1715.53 ,  0.00 , 2180.92 ,  0.00 , 1739.21 ,  0.00 , 3226.39 ,  0.00 , 1771.79 ,  0.00 , 4485.34 ,  0.00 , 1751.84 ,  0.00 , 3797.95 
1145.21 ,  0.00 ,  0.00 , 3589.78 ,  0.00 , 1793.42 ,  0.00 , 720.47 ,  0.00 , 1795.55 ,  0.00 , 950.94 ,  0.00 , 1797.36 ,  0.00 , 1366.10 ,  0.00 , 1794.81 ,  0.00 , 869.93 
781.78 ,  0.00 ,  0.00 , 2512.85 ,  0.00 , 1911.03 ,  0.00 , 1152.78 ,  0.00 , 1927.18 ,  0.00 , 2396.82 ,  0.00 , 1936.04 ,  0.00 , 2822.16 ,  0.00 , 1927.18 ,  0.00 , 2392.62 
764.95 ,  0.00 ,  0.00 , 2512.85 ,  0.00 , 2044.92 ,  0.00 , 1893.34 ,  0.00 , 2107.13 ,  0.00 , 4163.46 ,  0.00 , 2130.86 ,  0.00 , 4734.13 ,  0.00 , 2114.11 ,  0.00 , 4338.10 
643.48 ,  0.00 ,  0.00 , 2153.87 ,  0.00 , 2234.34 ,  0.00 , 3967.96 ,  0.00 , 2342.13 ,  0.00 , 6045.52 ,  0.00 , 2408.16 ,  0.00 , 7024.19 ,  0.00 , 2376.68 ,  0.00 , 6575.05 
633.80 ,  0.00 ,  0.00 , 2153.87 ,  0.00 , 2433.52 ,  0.00 , 5739.68 ,  0.00 , 2640.43 ,  0.00 , 8395.96 ,  0.00 , 2690.89 ,  0.00 , 8931.69 ,  0.00 , 2682.56 ,  0.00 , 8845.31 
524.03 ,  0.00 ,  0.00 , 1794.89 ,  0.00 , 2671.74 ,  0.00 , 7819.37 ,  0.00 , 2896.24 ,  0.00 , 10045.20 ,  0.00 , 2956.59 ,  0.00 , 10570.88 ,  0.00 , 2968.28 ,  0.00 , 10670.29 
521.01 ,  0.00 ,  0.00 , 1794.89 ,  0.00 , 2947.06 ,  0.00 , 9655.69 ,  0.00 , 3232.36 ,  0.00 , 11949.74 ,  0.00 , 3302.03 ,  0.00 , 12452.98 ,  0.00 , 3308.33 ,  0.00 , 12498.94 
412.83 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
309.63 ,  0.00 ,  0.00 , 1076.94 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
412.83 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
414.81 ,  0.00 ,  0.00 , 1435.91 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
522.51 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
742.44 ,  0.00 ,  0.00 , 2512.85 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
646.18 ,  0.00 ,  0.00 , 2153.87 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
652.97 ,  0.00 ,  0.00 , 2153.87 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
552.97 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
560.38 ,  0.00 ,  0.00 , 1794.89 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
114.27 ,  0.00 ,  0.00 , 358.98 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 ,  0.00 
